Ⲛⲟ	Coptic Word	Deriv.	Alt.  Spellings	F.  (n. & adj.)	Pl.	(Status  nom.)	(Status pronom.)	Qual.	Gramm. Info.	Notes	Prepositions used	English	Example Sentence	
888	ⲗⲓⲗⲟⲟϩⲉ		ⲗⲉⲗⲱϩⲉ, ⲉⲗⲟⲟϩⲉ, ⲗⲟϩⲉ						n. f.			gum resin (or tree)		
889	ⲗⲓⲙⲛⲏ								n. m.			portrait, image		
890	ⲗⲗⲏⲃ		ⲉⲗⲗⲏⲃ, ⲗⲗⲏϥ						n. 			jesting, buffoonery		
891	ⲗⲟ								vb. Intr.	(Imptv. Alok> f. alo> pl. alwt=n). A-pefhyt lo =mmof - he fainted.		(1) to cease, stop, come to an end, be terminated; + Circum.: to stop doing, no longer do. (2) to leave, quit, depart (from: ⲙⲙⲟ=, ha, habol ⲛ, ϩⲓ, ϩⲛ, ⲉⲃⲟⲗ ϩⲛ, hirⲛ, ϩⲓϫⲛ); sometimes + untranslatable =mmau.		
892	ⲗⲟⲓϩⲉ								n. m. f.			mud, filth		
893	ⲗⲟⲓϭⲉ								n. f.			cause, excuse, reason		
894		ⲁⲧⲗⲟⲓϭⲉ							adj.			without cause		
895		ϯ-ⲗⲟⲓϭⲉ ⲛⲁ=							vb.			to provide excuse or occasion to		
896		ϭⲛ-ⲗⲟⲓϭⲉ							vb.			to find excuse		
897		ϭⲡ-ⲗⲟⲓϭⲉ							vb.			to find excuse		
898	ⲗⲟⲕ		ⲗⲟϭ						n. m.			cup, bowl; also as measure		
899		ϣⲡ-ⲗⲟⲕ							n.			cup, bowl; also as measure		
900	ⲗⲟⲕⲗⲕ						ⲗⲉⲕⲗⲱⲕ=	ⲗⲉⲕⲗⲱⲕ	vb. Intr.			to become soft		
901	ⲗⲟⲕⲗⲕ						ⲗⲉⲕⲗⲱⲕ=	ⲗⲉⲕⲗⲱⲕ	vb. Intr.	rare		to make soft, smooth (ⲙⲙⲟ=)		
902	ⲗⲟⲕⲗⲕ						ⲗⲉⲕⲗⲱⲕ=		n. m.			softness		
903	ⲗⲁⲕⲗⲁⲕ								n.			a kind of confection		
904	ⲗⲟⲟⲙⲉ		ⲗⲟⲩⲙⲉ, ⲙⲟⲟⲗⲉ						n. f. m.			bait		
905	ⲗⲟⲟⲩ		ⲗⲟⲟⲩⲉ, ⲗⲱⲟⲩ, ⲗⲁⲩ						n. m.			curl; fringe, hem; cluster		
906	ⲗⲟⲟϥⲉ		ⲗⲟⲟⲃⲉ, ⲗⲟⲃⲉ						Q			to be decayed, about to collapse		
907	ⲗⲟⲩⲗⲁⲓ								n. m.			shout		
908		ⲱϣ=ⲉϣ-=ⲛⲉϫ-=ⲧⲱⲕ ⲗⲟⲩⲗⲁⲓ ⲉⲃⲟⲗ							vb.			to shout		
909	ⲗⲟϥⲗϥ		(ⲗⲟϥⲗⲉϥ, ⲗⲟⲃⲗⲉϥ)				ⲗⲉϥⲗⲱϥ=	ⲗⲉϥⲗⲱϥ, ⲗⲉϥⲗⲟϥⲧ (+/- ⲉⲃⲟⲗ)	vb. Intr.			to rot, perish by decay or corruption		
910	ⲗⲟϥⲗϥ		(ⲗⲟϥⲗⲉϥ, ⲗⲟⲃⲗⲉϥ)				ⲗⲉϥⲗⲱϥ=	ⲗⲉϥⲗⲱϥ, ⲗⲉϥⲗⲟϥⲧ (+/- ⲉⲃⲟⲗ)	vb. Tr.			to destroy, cause to rot (ⲙⲙⲟ=)		
911	ⲗⲟϥⲗϥ		(ⲗⲟϥⲗⲉϥ, ⲗⲟⲃⲗⲉϥ)				ⲗⲉϥⲗⲱϥ=		n. m.			decay, rot		
912	ⲗⲟϫⲗϫ								vb. Tr.			to rub, crush, oppress (ⲙⲙⲟ=)		
913	ⲗⲟϫⲗϫ		ⲗⲟϭⲗⲉϫ  ⲗⲉϭⲗⲱϭ=				ⲗⲉϫⲗⲱϫ=	ⲗⲉϫⲗⲱϫ (ⲗⲉϭⲗⲱϭ)	vb. Intr.			to languish, be sickly		
914	ⲗⲟϫⲗϫ		ⲗⲟϭⲗⲉϫ  ⲗⲉϭⲗⲱϭ=				ⲗⲉϫⲗⲱϫ=	ⲗⲉϫⲗⲱϫ (ⲗⲉϭⲗⲱϭ)	vb. Tr.			to make sick (ⲙⲙⲟ=)		
915	ⲗⲟϫⲗϫ		ⲗⲟϭⲗⲉϫ  ⲗⲉϭⲗⲱϭ=				ⲗⲉϫⲗⲱϫ=		n. m.			sickness		
916	ⲗⲟϭ		ⲗⲁϭ						n. 					
917		ⲣ-ⲗⲟϭ ⲉ							vb.			to importune		
918		ⲙⲛⲧⲗⲟϭ							n. f. 			persistence		
919	ⲗⲟϭⲗⲉϭ								n. m.			girder, frame, joint		
920	ⲗⲱⲃϣ							ⲗⲟⲃϣ	vb. Intr.			to glow red-hot		
921	ⲗⲱⲃϣ							ⲗⲟⲃϣ	vb. Tr.			to heat red-hot (ⲙⲙⲟ=)		
922	ⲗⲱⲃϣ								n. m.			glow		
923	ⲗⲱⲃϣ								n. m.			crown, battlement		
924	ⲗⲱⲃϣ								vb. Tr.			to crown, adorn		
925	ⲗⲱⲕ							ⲗⲏⲕ	vb. Intr. 			to become soft, be fresh		
926	ⲗⲱⲕⲥ		ⲗⲱϭⲥ, ⲗⲱⲝ, ⲗⲟⲩⲝ			ⲗⲝ-	ⲗⲟⲕⲥ=		vb. Tr.			to bite, stab, pierce (ⲙⲙⲟ=); + ⲛⲥⲁ: to bite or snap at		
927	ⲗⲱⲕⲥ		ⲗⲱϭⲥ, ⲗⲱⲝ, ⲗⲟⲩⲝ			ⲗⲝ-	ⲗⲟⲕⲥ=		n. m.			bite		
928		ⲣⲉϥⲗⲱⲕⲥ							n. / adj.			biter, biting		
929		ϣⲥ-ⲛ-ⲗⲱⲕⲥ							n.			piercing blow		
930	ⲗⲱⲕϣ							ⲗⲟⲕϣ	vb. Intr.			to be weak, ineffectual		
931	ⲗⲱⲕϣ								n. m.			weakness		
932	ⲗⲱⲙⲥ		ⲗⲁⲙⲉⲥ					ⲗⲟⲙⲥ	vb. Intr.			to become foul, to stink		
933	ⲗⲱⲙⲥ		ⲗⲁⲙⲉⲥ						n. m.			foulness, putrescence		
934	ⲗⲱⲧⲉ		ⲗⲱⲱⲧⲉ						vb. Intr.			to become hard, callous (of skin)		
935	ⲗⲱⲱⲙⲉ		ⲗⲱⲱⲙ, ⲗⲱⲙ					ⲗⲟⲟⲙⲉ (ⲗⲟⲙⲉ)	vb. Intr.			to wither, fade; to become filthy, dirty, muddy		
936	ⲗⲱⲱⲙⲉ		ⲗⲱⲱⲙ, ⲗⲱⲙ						n. m.			filth; withered appearance		
937		ⲁⲧⲗⲱⲱⲙⲉ							adj.			unfading		
938		ⲗⲁⲁⲙ							Q			unfading		
939	ⲗⲱⲱⲥ		ⲗⲱⲥ			ⲗⲉⲥ-		ⲗⲁⲁⲥ (ⲉ )	vb. Tr.			to crush, bruise (ⲙⲙⲟ=)		
940	ⲗⲱⲱⲥ		ⲗⲱⲥ			ⲗⲉⲥ-		ⲗⲁⲁⲥ (ⲉ )	vb. Intr.			to become crushed, bruised		
941	ⲗⲱϩⲙ					ⲗⲉϩⲙ-	ⲗⲟϩⲙ=	ⲗⲟϩⲙ	vb. Tr.			to boil (ⲙⲙⲟ=)		
942	ⲗⲱϩⲙ					ⲗⲉϩⲙ-	ⲗⲟϩⲙ=	ⲗⲟϩⲙ	vb. Intr.			to be boiled		
943		ⲗⲁϩⲙⲉⲥ							n. 			boiled food (?)		
944	ⲗⲱϫ					ⲗⲉϫ-	ⲗⲟϫ=	ⲗⲟϫ	vb. Tr.			to crush, bruise (ⲙⲙⲟ=); to lick (ⲙⲙⲟ=)		
945	ⲗⲱϫ					ⲗⲉϫ-	ⲗⲟϫ=	ⲗⲟϫ	vb. Intr.			to be sticky, adhesive; to stick (to: ⲉ, ⲉϩⲟⲩⲛ ⲛ)		
946	ⲗⲱϫⲕ		ⲗⲱϫϭ, ⲗⲱϫⲧ, ⲗⲟϫϭ=, ⲗⲟⲡⲕ=, ⲗⲟϫⲧ=				ⲗⲟϫⲕ=	ⲗⲟϫⲧ	vb. Intr.			to become sticky, adhesive; to stick (to: ⲉ)		
947	ⲗⲱϫⲕ		ⲗⲱϫϭ, ⲗⲱϫⲧ, ⲗⲟϫϭ=, ⲗⲟⲡⲕ=, ⲗⲟϫⲧ=				ⲗⲟϫⲕ=	ⲗⲟϫⲧ	vb. Tr.			to stick, join (ⲙⲙⲟ=; to: ⲉ); also to lick		
948	ⲗⲱϫϩ					ⲗⲉϫϩ-	ⲗⲟϫϩ=	ⲗⲟϫϩ	vb. Tr.			to crush (ⲙⲙⲟ=); to lick (ⲙⲙⲟ=)		
949	ⲗⲱϫϩ					ⲗⲉϫϩ-	ⲗⲟϫϩ=	ⲗⲟϫϩ	vb. Intr.			to be crushed, effaced		
950	ⲗⲱϫϩ					ⲗⲉϫϩ-	ⲗⲟϫϩ=		n. m.			anguish, oppression		
951	ⲗⲱϭⲉ					ⲗⲉϭ-	ⲗⲟϭ=	ⲗⲏϭ	vb. Tr.			to hide (ⲙⲙⲟ=)		
952	ⲗⲱϭⲉ					ⲗⲉϭ-	ⲗⲟϭ=		reflex.			to hide (ⲙⲙⲟ=)		
953	ⲗϩⲏⲙ		ⲗϩⲙ, ⲉⲗϩⲏⲙ, ⲣϩⲏⲙ						vb. Intr.			to roar		
954	ⲗϩⲏⲙ		ⲗϩⲙ, ⲉⲗϩⲏⲙ, ⲣϩⲏⲙ						n. m.			roaring		
955	ⲗϩⲱⲃ		ⲗϩⲱⲱϥ						n. m.			steam, vapor		
956	ⲙⲁ								n. m.			place; often in spec. senses: dwelling-place, temple or shrine		
957		ⲡⲉⲓⲙⲁ							n.			this world		
958		ⲡⲕⲉⲙⲁ							n.			the other world		
959		ⲡ(=)ⲙⲁ ⲡⲉ							n.			it is (one's) lot or duty (to do: ⲉ)		
960		ⲉ ⲡⲙⲁ ⲛ							prep.			to, toward; regarding, concerning; instead of, in the place of		
961		ⲉⲩⲙⲁ							vb.			to one place, together		
962		ⲕⲁⲧⲁ ⲡⲙⲁ							adv. (?)			in various, different places		
963		ϣⲁ ⲡⲉⲓⲙⲁ							adv. (?)			so far, up to now/here		
964		ϩⲁ ⲡⲙⲁ ⲛ							adv. (?)			as regards		
965		ⲙⲁ ⲛⲓⲙ							n. m.			everywhere		
966		ⲕⲁ-(ⲡ)ⲙⲁ ⲛⲁ=							vb.			to give an opportunity to		
967		ⲣ-ⲡⲙⲁ ⲛ							vb.			to ake the place of, succeed		
968		ϯ-ⲙⲁ ⲛⲁ=							vb.			to allow, permit, give opportunity to		
969		ϫⲓ-ⲙⲁ ⲛⲧⲛ							vb.			to usurp the place of		
970		ϭⲙ-ⲙⲁ							vb.			to find opportunity		
971	ⲙⲁ		ⲙⲏⲉⲓ=			ⲙⲁ-	ⲙⲁⲧ=		imptv.	See also §26.3.		imptv. of ϯ		
972	ⲙⲁⲁⲃ		ⲙⲁⲁⲃ-, ⲙⲁⲃ-	ⲙⲁⲁⲃⲉ					num.	See also §30.7.		number: thirty		
973	ⲙⲁⲁⲩ		ⲙⲁⲩ						n. f.			mother; also fig. and as title.		
974		ϣⲛ-ⲙⲁⲁⲩ	ϣⲏⲛ ⲙ ⲙⲁⲁⲩ						n. m.			child having same mother as another		
975		ⲁⲧⲙⲁⲁⲩ							adj.			motherless		
976		ⲣ-ⲙⲁⲁⲩ							cpd. vb. 2			to become mother		
977	ⲙⲁⲁϫⲉ								n. m.			ear; handle		
978		ⲕⲁ-ⲙⲁⲁϫⲉ ⲉ							vb.			to give ear to, incline ear to		
979		ⲣⲓⲕⲉ ⲙ ⲡⲙⲁⲁϫⲉ ⲉ							vb.			to give ear to, incline ear to		
980	ⲙⲁⲁϫⲉ		ⲙⲁϫⲉ (ⲙⲁϫ-)						n. f.			a dry measure		
981	ⲙⲁⲉⲓⲛ								n. m.			sign, mark; wonder, miracle		
982		ⲣ-ⲙⲁⲉⲓⲛ							cpd. vb. 2			to become marked, remarkable; to indicate (e )		
983		ⲣⲉϥⲉⲓⲣⲉ ⲙ ⲡⲙⲁⲉⲓⲛ							n. / adj.			wonder-worker		
984		ϯ-ⲙⲁⲉⲓⲛ							vb.			to indicate, point at, signify (e ); to give a sign (to: ⲛⲁ=)		
985		ⲣⲉϥϯ-ⲙⲁⲉⲓⲛ							n. / adj.			augur		
986		ϫⲓ-ⲙⲁⲉⲓⲛ							vb.			to practice divination, augury		
987		ϫⲓ-ⲙⲁⲉⲓⲛ							n. m.			divination		
988		ⲣⲉϥϫⲓ-ⲙⲁⲉⲓⲛ							n. / adj.			augur, diviner		
989		ⲙⲛⲧⲣⲉϥϫⲓ-ⲙⲁⲉⲓⲛ							n. f. 			augury, divination		
990	ⲙⲁⲕⲟⲧ		ⲙⲁⲕⲱⲧ, ⲙⲁⲕⲁ(ⲁ)ⲧ, ⲙⲁⲅⲁⲇ						n. m.			lance, javelin		
991	ⲙⲁⲕϩ		ⲙⲁⲭ, ⲙⲟⲕϩ						n. m.			neck		
992		ϯ-ⲡ(=)ⲙⲁⲕϩ ϩⲁ							vb.			to submit to		
993		ⲛⲁϣⲧ-ⲙⲁⲕϩ							adj.			stiff-necked		
994		ⲙⲛⲧⲛⲁϣⲧ-ⲡⲁⲕϩ							n. f. 			stiff-neckedness		
995		ⲣ-ⲛⲁϣⲧ-ⲙⲁⲕϩ							vb.			to be stiff-necked		
996	ⲙⲁⲛϭⲁⲗⲉ		ⲙⲁⲛϭⲁⲗⲏ, ⲙⲁⲛϫⲁⲗⲉ						n. m.			pick, hoe; winnowing fan		
997	ⲙⲁⲣⲟⲩⲟϭⲉ		ⲙⲉⲣⲟⲩⲟϭⲉ, ⲙⲣⲟⲩⲟⲟϭⲉ						n. f.			jawbone		
998	ⲙⲁϫⲱϫⲉ				ⲙⲁⲣϫⲟⲟϫⲉ				n.			name of woman's garment		
999	ⲙⲁⲧⲉ													
1000		ⲉⲙⲁⲧⲉ	ⲙⲙⲁⲧⲉ						adv.			very much, greatly; only		
1001	ⲙⲁⲧⲉ		ⲙⲁⲁⲧⲉ, ⲙⲉⲧⲉ					ⲙⲁⲧⲱⲟⲩ	vb. Tr.			to reach, attain, obtain, enjoy (ⲙⲙⲟ=)		
1002	ⲙⲁⲧⲉ		ⲙⲁⲁⲧⲉ, ⲙⲉⲧⲉ					ⲙⲁⲧⲱⲟⲩ	vb. Intr.			to hit the mark, be successful (in doing: ⲉ. ⲛ + Inf.)		
1003	ⲙⲁⲧⲉ		ⲙⲁⲁⲧⲉ, ⲙⲉⲧⲉ						n. m.			success		
1004		ϯ-ⲙⲁⲧⲉ							vb. Tr.			=ⲙⲁⲧⲉ		
1005	ⲙⲁⲧⲟⲓ		ⲙⲁⲧⲟⲉⲓ						n. m.			soldier		
1006		ⲣ-ⲙⲁⲧⲟⲓ						ⲟ ⲛ	cpd. vb. 2			to become a soldier		
1007		ⲙⲛⲧⲙⲁⲧⲟⲓ							n. f. 			soldiering, warfare		
1008	ⲙⲁⲧⲟⲩ								n. f.			poison		
1009		ⲃⲁⲕ-ⲙⲁⲧⲟⲩ							adj.			poisonous, venomous		
1010			ⲙⲁⲩⲁⲧ=				ⲙⲁⲩⲁⲁ=		pron.	used appositionally to preceding n. r pron.; see §28.3		self, self alone, ownself		
1011	ⲙⲁϣⲉ								n. f.			balance, scales		
1012	ⲙⲁϣⲟ													
1013		ⲉⲙⲁϣⲟ							adv.			very, greatly		
1014		ⲙⲙⲁϣⲟ							adv.			very, greatly		
1015	ⲙⲁϣⲣⲧ		ⲙⲁϣⲉⲣⲧ						n. m. f.			cable		
1016	ⲙⲁϩ		ⲙⲁⲁϩ						n. m.			nest, brood		
1017		ⲙⲁϩ-ⲟⲩⲁⲗ	-ⲃⲁⲗ, ⲙⲉϩ-ⲟⲩⲏⲗ						n. m.			nest, brood		
1018	ⲙⲁϩⲉ								n. m.			cubit		
1019		ϭⲓⲥ-ⲙⲁϩⲉ							n. (?)			half cubit		
1020	ⲙⲁϩⲉ								n. m.			flax		
1021		ⲉϥⲣⲁ-ⲙⲁϩⲉ							n.			linseed		
1022	ⲙⲁϩⲧ								n. m.			bowels, intestines		
1023		ⲙⲉϩⲧ-ⲟ							n.			great intestine		
1024	ⲙⲁϫⲉ								n. m.			axe, pick		
1025	ⲙⲁϫⲕⲉ		ⲙⲓϫⲕⲉ, ⲙⲉⲕϫⲉ, ⲙⲓϫϭⲉ						n.			a woman's garment		
1026	ⲙⲉ		ⲙⲉⲉ, ⲙⲏⲉ						n. f.			truth, justice		
1027	ⲙⲉ		ⲙⲉⲉ, ⲙⲏⲉ						adj.	freq.		true, real, genuine; truthful, righteous		
1028		ⲙⲛⲧⲙⲉ							n. f. 			truth, righteousness		
1029		ⲛⲁⲙⲉ							adv.			truly, in fact		
1030		ϩⲛ ⲟⲩⲙⲉ							adv.			truly, in fact		
1031		ⲣⲙⲙⲙⲉ							n. m.			an honest person		
1032		ⲣ-(ⲧ)ⲙⲉ							cpd. vb. 2			to become true, verified		
1033		ϫⲉ-,ϫⲓ-(ⲧ)ⲙⲉ							vb.			to speak the truth		
1034		ⲙⲏⲧ							adj.	archaic		true		
1035	ⲙⲉ		ⲙⲉⲓ			ⲙⲉⲣⲉ-	ⲙⲉⲣⲓⲧ=		vb. Tr.			to love, desire, wish (ⲙⲙⲟ=)		
1036		ⲙⲉⲣⲉ-							vb.	may be used with another Inf.		to love, desire, wish (ⲙⲙⲟ=)		
1037		ϣⲟⲩ-ⲙⲉⲣⲓⲧ=							adj.			worthy of love		
1038	ⲙⲉ		ⲙⲉⲓ			ⲙⲉⲣⲉ-	ⲙⲉⲣⲓⲧ=		n. m.			love		
1039		ⲙⲉⲣⲓⲧ			ⲙⲁⲣⲁⲧⲉ				adj.			beloved		
1040	ⲙⲉⲉⲣⲉ								n.			midday, noon		
1041		ⲙ ⲙⲉⲉⲣⲉ							adv.			at noon		
1042	ⲙⲉⲉⲩⲉ		ⲙⲉⲩⲉ, ⲙⲉⲉⲩ						vb. Intr.	often w. e as reflex. Or ethical dative		to think (about: ⲉ; that: ϫⲉ); to be about (to do: ⲛ + Inf.) 		
1043	ⲙⲉⲉⲩⲉ		ⲙⲉⲩⲉ, ⲙⲉⲉⲩ						n. m.	(+/- =n hyt)		thought, mind		
1044		ⲙⲉⲉⲩⲉ ⲉϩⲟⲩⲛ ⲉ							vb.			to plot against		
1045		ⲙⲉⲉⲩⲉ ⲉⲃⲟⲗ							vb.			to ponder, consider		
1046		ⲙⲛⲧⲁⲧⲙⲉⲉⲩⲉ							n. f. 			absence of thought		
1047		ⲣⲉϥⲙⲉⲉⲩⲉ							n. / adj.			one who thinks		
1048		ϯ-(ⲡ)ⲙⲉⲉⲩⲉ ⲛⲁ=							vb.			to remind		
1049		ⲣ-ⲡ(=)ⲙⲉⲉⲩⲉ							vb.	bipart. conj.		to think of, remember (ⲛ) 		
1050		ⲣ-ⲡ(=)ⲙⲉⲉⲩⲉ							n. m.			remembrance		
1051	ⲙⲉⲗⲱⲧ				ⲙⲉⲗⲁⲧⲉ				n. f.			ceiling, canopy		
1052	ⲙⲉⲣⲉϩ		ⲙⲉϩⲣ						n. m.			spear javelin		
1053		ϣⲥ-ⲛ-ⲙⲉⲣⲉϩ							n.			thrust of spear		
1054		ϥⲁⲓ-ⲙⲉⲣⲉϩ							n. m.			spear-bearer		
1055	ⲙⲉⲥⲧⲛϩⲏⲧ		ⲙⲉⲥⲑⲏⲧ						n. f.			breast, chest		
1056	ⲙⲉⲥϩⲱⲗ								n. m.			a file		
1057	ⲙⲉⲥⲟⲣⲏ		ⲙⲉⲥⲱⲣⲏ, ⲙⲉⲥⲟⲩⲣⲏ						prop. n.			name of 12th Coptic month		
1058						ⲙⲉϣⲉ-	ⲙⲉϣⲁ=		vb.			not to know		
1059		ⲙⲉϣⲉ-ⲛⲓⲙ							?			so-and-so, such-and-such		
1060		ⲙⲉϣⲁⲕ	ⲙⲏϣⲁⲕ						adv.			perhaps		
1061	ⲙⲉϣⲧⲓⲃⲥ								n. m.			hinge of door		
1062	ⲙⲉϩⲣⲟ								n. m.			manure		
1063		ⲣⲉϥϯ-ⲙⲉϩⲣⲟ							n. / adj.			one who manures		
1064	ⲙⲉϫⲡⲱⲛⲉ		ⲙⲉϫⲡⲱⲱⲛⲉ, ⲙⲉϣⲡⲱⲛⲉ						n. m. f.			ulcer, eruption		
1065	ⲙⲉϭⲧⲱⲗ								n. m.			tower		
1066	ⲙⲏ		ⲙⲓ						n. f.			urine		
1067		ⲙⲏ ⲙ ⲙⲟⲟⲩ							n.			urine		
1068		ⲙⲏ ⲟⲉⲓⲕ							n.			excrement		
1069		ⲣ-ⲙⲏ							vb.			to urinate; to defecate		
1070		ⲙⲁ ⲛ ⲣ-ⲙⲏ							n. m.			anus; latrine		
1071	ⲙⲏⲏϣⲉ								n. m.			crowd, multitude		
1072	ⲙⲏⲏϣⲉ								adj.			many, great, much		
1073	ⲙⲏⲛⲉ		ⲙⲏⲏⲛⲉ						adv.			daily, every day		
1074		ⲙ ⲙⲏⲛⲉ							adv.			daily, every day		
1075		ⲙ ⲙⲏⲛⲉ (ⲙ) ⲙⲏⲛⲉ							adv.			daily, every day		
1076	ⲙⲏⲣ								n. m.	not properly Sah.		shore, opposite shore		
1077	ⲙⲏⲧ			ⲙⲏⲧⲉ					num.			number: ten		
1078		ⲙⲛⲧ-							n. f. 	see §24.3.		prefix for 'teens		
1079		ⲥⲟⲩ-ⲙⲏⲧ							?			tenth day		
1080		ⲣⲉ-ⲙⲏⲧ			ⲣⲉ-ⲙⲁⲧⲉ				?			a tenth part, tithe		
1081	ⲙⲏⲧⲉ		ⲙⲏⲏⲧⲉ						n. f.			middle		
1082		ⲉ ⲧⲙⲏⲧⲉ							prep.			to, into the midst of (ⲛ), between		
1083		ⲉ ⲧⲙⲏⲧⲉ							adv.			forward, to a position in front		
1084		ϩⲛ=ⲛ ⲧⲙⲏⲧⲉ							prep.			in the midst (of: ⲛ); between; at the front		
1085		ⲉⲃⲟⲗ ⲛ=ϩⲛ ⲧⲙⲏⲧⲉ							prep.			from the midst of (ⲛ), from among		
1086		ϩⲓ ⲧⲙⲏⲧⲉ							prep.			in through the midst (of: ⲛ)		
1087		ⲙⲁⲣ-ⲙⲏⲧⲉ							n. f.			belt		
1088	ⲙⲏϩⲉ		ⲙⲉϩⲉ						n. m.			feather		
1089	ⲙⲓⲕⲉ								vb. Intr.	also reflex. (with =mmo/)		to rest		
1090	ⲙⲓⲕⲉ								n. m.			rest		
1091		ϯ-ⲙⲓⲕⲉ ⲛⲁ=							vb.			to give rest to		
1092	ⲙⲓⲛⲉ		ⲙⲉⲓⲛⲉ						n. f.			kind, sort, species, quality, manner		
1093		ⲙⲓⲛⲉ ⲛ							adj.			sort of, kind of, manner of		
1094		ⲕⲉⲙⲓⲛⲉ ⲛ							adj. (?)			other sort of		
1095		ⲙⲓⲛⲉ ⲛⲓⲙ ⲛ							adj. (?)			every sort of		
1096		ⲁϣ ⲙ ⲙⲓⲛⲉ ⲛ							adj. (?)			what sort, what kind of?		
1097		ⲛ ⲧⲉⲓⲙⲓⲛⲉ							adj. (?)			of this sort, as follows, thus		
1098	ⲙⲓⲟⲕ			ⲙⲓⲱ	ⲙⲓⲱⲧⲛ		ⲙⲓⲟ=		interj.			Hale! Be well! Greetings!		
1099	ⲙⲓⲥⲉ		ⲙⲁⲥ-  ⲙⲁⲥⲧ=			ⲙⲉⲥ(ⲧ)-	ⲙⲉⲥⲧ=	ⲙⲟⲥⲉ	vb. Tr.	p.c. mac-> mec-		to bear (ⲙⲙⲟ=), give birth to		
1100	ⲙⲓⲥⲉ		ⲙⲁⲥ-  ⲙⲁⲥⲧ=			ⲙⲉⲥ(ⲧ)-	ⲙⲉⲥⲧ=		Q			to be newly born		
1101	ⲙⲓⲥⲉ		ⲙⲁⲥ-  ⲙⲁⲥⲧ=			ⲙⲉⲥ(ⲧ)-	ⲙⲉⲥⲧ=		n. m.			offspring; giving birth		
1102		ϭⲁⲗⲉ ⲙ ⲙⲓⲥⲉ							?			born lame		
1103		ⲙⲁ ⲙ ⲙⲓⲥⲉ							n. m.			birth-place		
1104		ϩⲟⲟⲩ ⲙ ⲙⲓⲥⲉ							n.			birthday		
1105		ϣⲣⲡ-ⲙ-ⲙⲓⲥⲉ							n.			first-born child		
1106		ⲙⲛⲧϣⲣⲡ-(ⲙ)ⲙⲓⲥⲉ							n. f. 			status or right of first born		
1107		ⲣⲉϥⲙⲓⲥⲉ							n. / adj.			one who bears		
1108		ⲙⲛⲧⲣⲉϥⲙⲓⲥⲉ							n. f. 			bearing, birth		
1109		ⲁⲧⲙⲓⲥⲉ							adj.			unborn		
1110		ⲙⲏⲥⲉ							n. f.			usury, interest		
1111		ϯ ⲉ ⲙⲏⲥⲉ							vb.			to lend at interest		
1112		ϫⲓ-ⲙⲏⲥⲉ							vb.			to take interest		
1113		ⲁⲧⲙⲏⲥⲉ							adj.			without interest		
1114		ⲙⲉⲥ-ϩⲛ-ⲉⲏ							n. m. f.			one born in household		
1115		ⲙⲉⲥⲓⲟ  ⲙⲉⲥⲓⲟ=							vb. Tr.			to bring to birth, act as midwife for		
1116		ⲙⲉⲥⲓⲱ	ⲙⲉⲥⲓⲟ						n. f.			midwife		
1117		ⲣ-ⲙⲉⲥⲓⲱ							vb.			to act as midwife		
1118	ⲙⲓϣⲉ		ⲙⲉⲓϣⲉ						vb. Intr.			to fight, struggle, quarrel (with, against: ⲙⲛ, ⲟⲩⲃⲉ, e; for, on behalf of: ⲉϫⲛ, ⲉϩⲣⲁⲓ ⲉϫⲛ) to attack (e); to strike (upon: ⲉϫⲛ);		
1119														
1120		ⲙⲁ ⲙ ⲙⲓϣⲉ							n. m.			arena		
1121		ⲣⲉϥⲙⲓϣⲉ							n. / adj.			fighter		
1122		ⲣ-ⲣⲉϥⲙⲓϣⲉ							vb.			to be hostile, quarrelsome		
1123		ϭⲓⲛⲙⲓϣⲉ							n. f. 			art of fighting		
1124	ⲙⲕⲁϩ							ⲙⲟⲕϩ	vb. Intr.			to become painful, difficult; to be in pain, grieved (in: ⲉ)		
1125	ⲙⲕⲁϩ								Q			to be difficult (to do: ⲉ. ⲛ + Inf.; ⲉⲧⲣⲉ)		
1126	ⲙⲕⲁϩ				ⲙⲕⲟⲟϩ				n. m.			pain, difficulty, grief		
1127		ⲣ-ⲙⲕⲁϩ							cpd. vb. 2			to become pained, grieved, difficult		
1128		ϣⲡ-ⲙⲕⲁϩ							vb.			to suffer pain		
1129		ⲙⲕⲁϩ ⲛ ϩⲏⲧ							vb. Intr.			to be pained or troubled at heart		
1130		ⲙⲕⲁϩ ⲛ ϩⲏⲧ							n. m.			pain, grief		
1131		ϯ-ⲙⲕⲁϩ ⲛ ϩⲏⲧ							vb.			to grieve, vex (ⲛⲁ=)		
1132		ⲙⲟⲕϩⲥ	ⲙⲟⲭⲥ						n. f.			grief		
1133	ⲙⲗⲁϩ				ⲙⲗⲟⲟϩ				n. m.			battle, -array, troops; quarrel		
1134		ⲥⲣ-ⲙⲗⲁϩ ⲉⲃⲟⲗ						ⲙⲗⲁϩ ⲥⲏⲣ	vb.			to set up battle-array		
1135		ϫⲓ-ⲙⲗⲁϩ							vb.			to fight		
1136		ⲣⲉϥϫⲓ-ⲙⲗⲁϩ							n. / adj.			fighter		
1137	ⲙⲙⲁⲩ								adv.	Sometimes without translation value (§		there, in that place; from there, therefrom; thence		
1138		ⲉⲃⲟⲗ ⲙⲙⲁⲩ							adv.			thence, from there		
1139		ⲉⲙⲁⲩ							adv.			thither, to there		
1140	ⲙⲙⲁϩ								prep.			before (a deity; in making offerings)		
